forecast_date,location,target,type,quantile,target_end_date,value
2020-07-20,16,1 wk ahead cum death,quantile,0.8,2020-07-25,139.0
2020-07-20,17,1 wk ahead cum death,quantile,0.8,2020-07-25,7606.0
2020-07-20,18,1 wk ahead cum death,quantile,0.8,2020-07-25,2876.0
2020-07-20,19,1 wk ahead cum death,quantile,0.8,2020-07-25,816.0
2020-07-20,20,1 wk ahead cum death,quantile,0.8,2020-07-25,330.0
2020-07-20,21,1 wk ahead cum death,quantile,0.8,2020-07-25,721.0
2020-07-20,22,1 wk ahead cum death,quantile,0.8,2020-07-25,3680.0
2020-07-20,23,1 wk ahead cum death,quantile,0.8,2020-07-25,124.0
2020-07-20,24,1 wk ahead cum death,quantile,0.8,2020-07-25,3430.0
2020-07-20,25,1 wk ahead cum death,quantile,0.8,2020-07-25,8532.0
2020-07-20,26,1 wk ahead cum death,quantile,0.8,2020-07-25,6424.0
2020-07-20,27,1 wk ahead cum death,quantile,0.8,2020-07-25,1608.0
2020-07-20,28,1 wk ahead cum death,quantile,0.8,2020-07-25,1465.0
2020-07-20,29,1 wk ahead cum death,quantile,0.8,2020-07-25,1180.0
2020-07-20,30,1 wk ahead cum death,quantile,0.8,2020-07-25,52.0
2020-07-20,31,1 wk ahead cum death,quantile,0.8,2020-07-25,317.0
2020-07-20,32,1 wk ahead cum death,quantile,0.8,2020-07-25,714.0
2020-07-20,33,1 wk ahead cum death,quantile,0.8,2020-07-25,407.0
2020-07-20,34,1 wk ahead cum death,quantile,0.8,2020-07-25,15920.0
2020-07-20,35,1 wk ahead cum death,quantile,0.8,2020-07-25,594.0
2020-07-20,36,1 wk ahead cum death,quantile,0.8,2020-07-25,32642.0
2020-07-20,37,1 wk ahead cum death,quantile,0.8,2020-07-25,1765.0
2020-07-20,38,1 wk ahead cum death,quantile,0.8,2020-07-25,98.0
2020-07-20,39,1 wk ahead cum death,quantile,0.8,2020-07-25,3287.0
2020-07-20,40,1 wk ahead cum death,quantile,0.8,2020-07-25,485.0
2020-07-20,41,1 wk ahead cum death,quantile,0.8,2020-07-25,294.0
2020-07-20,42,1 wk ahead cum death,quantile,0.8,2020-07-25,7125.0
2020-07-20,44,1 wk ahead cum death,quantile,0.8,2020-07-25,1005.0
2020-07-20,45,1 wk ahead cum death,quantile,0.8,2020-07-25,1375.0
2020-07-20,46,1 wk ahead cum death,quantile,0.8,2020-07-25,133.0
2020-07-20,47,1 wk ahead cum death,quantile,0.8,2020-07-25,987.0
2020-07-20,48,1 wk ahead cum death,quantile,0.8,2020-07-25,4812.0
2020-07-20,49,1 wk ahead cum death,quantile,0.8,2020-07-25,282.0
2020-07-20,50,1 wk ahead cum death,quantile,0.8,2020-07-25,57.0
2020-07-20,51,1 wk ahead cum death,quantile,0.8,2020-07-25,2103.0
2020-07-20,53,1 wk ahead cum death,quantile,0.8,2020-07-25,1516.0
2020-07-20,54,1 wk ahead cum death,quantile,0.8,2020-07-25,104.0
2020-07-20,55,1 wk ahead cum death,quantile,0.8,2020-07-25,866.0
2020-07-20,56,1 wk ahead cum death,quantile,0.8,2020-07-25,28.0
2020-07-20,US,1 wk ahead cum death,quantile,0.8,2020-07-25,145325.0
2020-07-20,01,1 wk ahead cum death,quantile,0.85,2020-07-25,1458.0
2020-07-20,02,1 wk ahead cum death,quantile,0.85,2020-07-25,24.0
2020-07-20,04,1 wk ahead cum death,quantile,0.85,2020-07-25,3392.0
2020-07-20,05,1 wk ahead cum death,quantile,0.85,2020-07-25,410.0
2020-07-20,06,1 wk ahead cum death,quantile,0.85,2020-07-25,8346.0
2020-07-20,08,1 wk ahead cum death,quantile,0.85,2020-07-25,1774.0
2020-07-20,09,1 wk ahead cum death,quantile,0.85,2020-07-25,4416.0
2020-07-20,10,1 wk ahead cum death,quantile,0.85,2020-07-25,529.0
2020-07-20,11,1 wk ahead cum death,quantile,0.85,2020-07-25,588.0
2020-07-20,12,1 wk ahead cum death,quantile,0.85,2020-07-25,5795.0
2020-07-20,13,1 wk ahead cum death,quantile,0.85,2020-07-25,3321.0
2020-07-20,15,1 wk ahead cum death,quantile,0.85,2020-07-25,31.0
2020-07-20,16,1 wk ahead cum death,quantile,0.85,2020-07-25,141.0
2020-07-20,17,1 wk ahead cum death,quantile,0.85,2020-07-25,7618.0
2020-07-20,18,1 wk ahead cum death,quantile,0.85,2020-07-25,2881.0
2020-07-20,19,1 wk ahead cum death,quantile,0.85,2020-07-25,817.0
2020-07-20,20,1 wk ahead cum death,quantile,0.85,2020-07-25,331.0
2020-07-20,21,1 wk ahead cum death,quantile,0.85,2020-07-25,726.0
2020-07-20,22,1 wk ahead cum death,quantile,0.85,2020-07-25,3691.0
2020-07-20,23,1 wk ahead cum death,quantile,0.85,2020-07-25,125.0
2020-07-20,24,1 wk ahead cum death,quantile,0.85,2020-07-25,3434.0
2020-07-20,25,1 wk ahead cum death,quantile,0.85,2020-07-25,8539.0
2020-07-20,26,1 wk ahead cum death,quantile,0.85,2020-07-25,6429.0
2020-07-20,27,1 wk ahead cum death,quantile,0.85,2020-07-25,1610.0
2020-07-20,28,1 wk ahead cum death,quantile,0.85,2020-07-25,1474.0
2020-07-20,29,1 wk ahead cum death,quantile,0.85,2020-07-25,1184.0
2020-07-20,30,1 wk ahead cum death,quantile,0.85,2020-07-25,54.0
2020-07-20,31,1 wk ahead cum death,quantile,0.85,2020-07-25,319.0
2020-07-20,32,1 wk ahead cum death,quantile,0.85,2020-07-25,719.0
2020-07-20,33,1 wk ahead cum death,quantile,0.85,2020-07-25,408.0
2020-07-20,34,1 wk ahead cum death,quantile,0.85,2020-07-25,15941.0
2020-07-20,35,1 wk ahead cum death,quantile,0.85,2020-07-25,596.0
2020-07-20,36,1 wk ahead cum death,quantile,0.85,2020-07-25,32656.0
2020-07-20,37,1 wk ahead cum death,quantile,0.85,2020-07-25,1776.0
2020-07-20,38,1 wk ahead cum death,quantile,0.85,2020-07-25,99.0
2020-07-20,39,1 wk ahead cum death,quantile,0.85,2020-07-25,3297.0
2020-07-20,40,1 wk ahead cum death,quantile,0.85,2020-07-25,489.0
2020-07-20,41,1 wk ahead cum death,quantile,0.85,2020-07-25,297.0
2020-07-20,42,1 wk ahead cum death,quantile,0.85,2020-07-25,7138.0
2020-07-20,44,1 wk ahead cum death,quantile,0.85,2020-07-25,1006.0
2020-07-20,45,1 wk ahead cum death,quantile,0.85,2020-07-25,1393.0
2020-07-20,46,1 wk ahead cum death,quantile,0.85,2020-07-25,135.0
2020-07-20,47,1 wk ahead cum death,quantile,0.85,2020-07-25,1001.0
2020-07-20,48,1 wk ahead cum death,quantile,0.85,2020-07-25,4882.0
2020-07-20,49,1 wk ahead cum death,quantile,0.85,2020-07-25,285.0
2020-07-20,50,1 wk ahead cum death,quantile,0.85,2020-07-25,58.0
2020-07-20,51,1 wk ahead cum death,quantile,0.85,2020-07-25,2109.0
2020-07-20,53,1 wk ahead cum death,quantile,0.85,2020-07-25,1520.0
2020-07-20,54,1 wk ahead cum death,quantile,0.85,2020-07-25,104.0
2020-07-20,55,1 wk ahead cum death,quantile,0.85,2020-07-25,869.0
2020-07-20,56,1 wk ahead cum death,quantile,0.85,2020-07-25,28.0
2020-07-20,US,1 wk ahead cum death,quantile,0.85,2020-07-25,145667.0
2020-07-20,01,1 wk ahead cum death,quantile,0.9,2020-07-25,1481.0
2020-07-20,02,1 wk ahead cum death,quantile,0.9,2020-07-25,25.0
2020-07-20,04,1 wk ahead cum death,quantile,0.9,2020-07-25,3476.0
2020-07-20,05,1 wk ahead cum death,quantile,0.9,2020-07-25,415.0
2020-07-20,06,1 wk ahead cum death,quantile,0.9,2020-07-25,8417.0
2020-07-20,08,1 wk ahead cum death,quantile,0.9,2020-07-25,1777.0
2020-07-20,09,1 wk ahead cum death,quantile,0.9,2020-07-25,4418.0
2020-07-20,10,1 wk ahead cum death,quantile,0.9,2020-07-25,530.0
2020-07-20,11,1 wk ahead cum death,quantile,0.9,2020-07-25,589.0
2020-07-20,12,1 wk ahead cum death,quantile,0.9,2020-07-25,5882.0
2020-07-20,13,1 wk ahead cum death,quantile,0.9,2020-07-25,3340.0
2020-07-20,15,1 wk ahead cum death,quantile,0.9,2020-07-25,32.0
2020-07-20,16,1 wk ahead cum death,quantile,0.9,2020-07-25,145.0
2020-07-20,17,1 wk ahead cum death,quantile,0.9,2020-07-25,7636.0
2020-07-20,18,1 wk ahead cum death,quantile,0.9,2020-07-25,2887.0
2020-07-20,19,1 wk ahead cum death,quantile,0.9,2020-07-25,820.0
2020-07-20,20,1 wk ahead cum death,quantile,0.9,2020-07-25,334.0
2020-07-20,21,1 wk ahead cum death,quantile,0.9,2020-07-25,733.0
2020-07-20,22,1 wk ahead cum death,quantile,0.9,2020-07-25,3706.0
2020-07-20,23,1 wk ahead cum death,quantile,0.9,2020-07-25,126.0
2020-07-20,24,1 wk ahead cum death,quantile,0.9,2020-07-25,3438.0
2020-07-20,25,1 wk ahead cum death,quantile,0.9,2020-07-25,8549.0
2020-07-20,26,1 wk ahead cum death,quantile,0.9,2020-07-25,6437.0
2020-07-20,27,1 wk ahead cum death,quantile,0.9,2020-07-25,1612.0
2020-07-20,28,1 wk ahead cum death,quantile,0.9,2020-07-25,1485.0
2020-07-20,29,1 wk ahead cum death,quantile,0.9,2020-07-25,1188.0
2020-07-20,30,1 wk ahead cum death,quantile,0.9,2020-07-25,57.0
2020-07-20,31,1 wk ahead cum death,quantile,0.9,2020-07-25,323.0
2020-07-20,32,1 wk ahead cum death,quantile,0.9,2020-07-25,726.0
2020-07-20,33,1 wk ahead cum death,quantile,0.9,2020-07-25,409.0
2020-07-20,34,1 wk ahead cum death,quantile,0.9,2020-07-25,15977.0
2020-07-20,35,1 wk ahead cum death,quantile,0.9,2020-07-25,598.0
2020-07-20,36,1 wk ahead cum death,quantile,0.9,2020-07-25,32675.0
2020-07-20,37,1 wk ahead cum death,quantile,0.9,2020-07-25,1789.0
2020-07-20,38,1 wk ahead cum death,quantile,0.9,2020-07-25,100.0
2020-07-20,39,1 wk ahead cum death,quantile,0.9,2020-07-25,3310.0
2020-07-20,40,1 wk ahead cum death,quantile,0.9,2020-07-25,494.0
2020-07-20,41,1 wk ahead cum death,quantile,0.9,2020-07-25,300.0
2020-07-20,42,1 wk ahead cum death,quantile,0.9,2020-07-25,7156.0
2020-07-20,44,1 wk ahead cum death,quantile,0.9,2020-07-25,1008.0
2020-07-20,45,1 wk ahead cum death,quantile,0.9,2020-07-25,1414.0
2020-07-20,46,1 wk ahead cum death,quantile,0.9,2020-07-25,138.0
2020-07-20,47,1 wk ahead cum death,quantile,0.9,2020-07-25,1020.0
2020-07-20,48,1 wk ahead cum death,quantile,0.9,2020-07-25,4963.0
2020-07-20,49,1 wk ahead cum death,quantile,0.9,2020-07-25,290.0
2020-07-20,50,1 wk ahead cum death,quantile,0.9,2020-07-25,58.0
2020-07-20,51,1 wk ahead cum death,quantile,0.9,2020-07-25,2116.0
2020-07-20,53,1 wk ahead cum death,quantile,0.9,2020-07-25,1526.0
2020-07-20,54,1 wk ahead cum death,quantile,0.9,2020-07-25,105.0
2020-07-20,55,1 wk ahead cum death,quantile,0.9,2020-07-25,873.0
2020-07-20,56,1 wk ahead cum death,quantile,0.9,2020-07-25,29.0
2020-07-20,US,1 wk ahead cum death,quantile,0.9,2020-07-25,146143.0
2020-07-20,01,1 wk ahead cum death,quantile,0.95,2020-07-25,1524.0
2020-07-20,02,1 wk ahead cum death,quantile,0.95,2020-07-25,27.0
2020-07-20,04,1 wk ahead cum death,quantile,0.95,2020-07-25,3628.0
2020-07-20,05,1 wk ahead cum death,quantile,0.95,2020-07-25,425.0
2020-07-20,06,1 wk ahead cum death,quantile,0.95,2020-07-25,8530.0
2020-07-20,08,1 wk ahead cum death,quantile,0.95,2020-07-25,1782.0
2020-07-20,09,1 wk ahead cum death,quantile,0.95,2020-07-25,4421.0
2020-07-20,10,1 wk ahead cum death,quantile,0.95,2020-07-25,531.0
2020-07-20,11,1 wk ahead cum death,quantile,0.95,2020-07-25,590.0
2020-07-20,12,1 wk ahead cum death,quantile,0.95,2020-07-25,6023.0
2020-07-20,13,1 wk ahead cum death,quantile,0.95,2020-07-25,3373.0
2020-07-20,15,1 wk ahead cum death,quantile,0.95,2020-07-25,35.0
2020-07-20,16,1 wk ahead cum death,quantile,0.95,2020-07-25,153.0
2020-07-20,17,1 wk ahead cum death,quantile,0.95,2020-07-25,7665.0
2020-07-20,18,1 wk ahead cum death,quantile,0.95,2020-07-25,2899.0
2020-07-20,19,1 wk ahead cum death,quantile,0.95,2020-07-25,825.0
2020-07-20,20,1 wk ahead cum death,quantile,0.95,2020-07-25,338.0
2020-07-20,21,1 wk ahead cum death,quantile,0.95,2020-07-25,745.0
2020-07-20,22,1 wk ahead cum death,quantile,0.95,2020-07-25,3729.0
2020-07-20,23,1 wk ahead cum death,quantile,0.95,2020-07-25,128.0
2020-07-20,24,1 wk ahead cum death,quantile,0.95,2020-07-25,3447.0
2020-07-20,25,1 wk ahead cum death,quantile,0.95,2020-07-25,8563.0
2020-07-20,26,1 wk ahead cum death,quantile,0.95,2020-07-25,6450.0
2020-07-20,27,1 wk ahead cum death,quantile,0.95,2020-07-25,1617.0
2020-07-20,28,1 wk ahead cum death,quantile,0.95,2020-07-25,1504.0
2020-07-20,29,1 wk ahead cum death,quantile,0.95,2020-07-25,1196.0
2020-07-20,30,1 wk ahead cum death,quantile,0.95,2020-07-25,61.0
2020-07-20,31,1 wk ahead cum death,quantile,0.95,2020-07-25,329.0
2020-07-20,32,1 wk ahead cum death,quantile,0.95,2020-07-25,737.0
2020-07-20,33,1 wk ahead cum death,quantile,0.95,2020-07-25,412.0
2020-07-20,34,1 wk ahead cum death,quantile,0.95,2020-07-25,16052.0
2020-07-20,35,1 wk ahead cum death,quantile,0.95,2020-07-25,602.0
2020-07-20,36,1 wk ahead cum death,quantile,0.95,2020-07-25,32704.0
2020-07-20,37,1 wk ahead cum death,quantile,0.95,2020-07-25,1814.0
2020-07-20,38,1 wk ahead cum death,quantile,0.95,2020-07-25,101.0
2020-07-20,39,1 wk ahead cum death,quantile,0.95,2020-07-25,3334.0
2020-07-20,40,1 wk ahead cum death,quantile,0.95,2020-07-25,504.0
2020-07-20,41,1 wk ahead cum death,quantile,0.95,2020-07-25,305.0
2020-07-20,42,1 wk ahead cum death,quantile,0.95,2020-07-25,7190.0
2020-07-20,44,1 wk ahead cum death,quantile,0.95,2020-07-25,1012.0
2020-07-20,45,1 wk ahead cum death,quantile,0.95,2020-07-25,1448.0
2020-07-20,46,1 wk ahead cum death,quantile,0.95,2020-07-25,144.0
2020-07-20,47,1 wk ahead cum death,quantile,0.95,2020-07-25,1055.0
2020-07-20,48,1 wk ahead cum death,quantile,0.95,2020-07-25,5110.0
2020-07-20,49,1 wk ahead cum death,quantile,0.95,2020-07-25,296.0
2020-07-20,50,1 wk ahead cum death,quantile,0.95,2020-07-25,59.0
2020-07-20,51,1 wk ahead cum death,quantile,0.95,2020-07-25,2128.0
2020-07-20,53,1 wk ahead cum death,quantile,0.95,2020-07-25,1535.0
2020-07-20,54,1 wk ahead cum death,quantile,0.95,2020-07-25,106.0
2020-07-20,55,1 wk ahead cum death,quantile,0.95,2020-07-25,879.0
2020-07-20,56,1 wk ahead cum death,quantile,0.95,2020-07-25,30.0
2020-07-20,US,1 wk ahead cum death,quantile,0.95,2020-07-25,146909.0
2020-07-20,01,1 wk ahead cum death,quantile,0.975,2020-07-25,1568.0
2020-07-20,02,1 wk ahead cum death,quantile,0.975,2020-07-25,29.0
2020-07-20,04,1 wk ahead cum death,quantile,0.975,2020-07-25,3795.0
2020-07-20,05,1 wk ahead cum death,quantile,0.975,2020-07-25,432.0
2020-07-20,06,1 wk ahead cum death,quantile,0.975,2020-07-25,8631.0
2020-07-20,08,1 wk ahead cum death,quantile,0.975,2020-07-25,1787.0
2020-07-20,09,1 wk ahead cum death,quantile,0.975,2020-07-25,4424.0
2020-07-20,10,1 wk ahead cum death,quantile,0.975,2020-07-25,533.0
2020-07-20,11,1 wk ahead cum death,quantile,0.975,2020-07-25,592.0
2020-07-20,12,1 wk ahead cum death,quantile,0.975,2020-07-25,6172.0
2020-07-20,13,1 wk ahead cum death,quantile,0.975,2020-07-25,3410.0
2020-07-20,15,1 wk ahead cum death,quantile,0.975,2020-07-25,39.0
2020-07-20,16,1 wk ahead cum death,quantile,0.975,2020-07-25,161.0
2020-07-20,17,1 wk ahead cum death,quantile,0.975,2020-07-25,7697.0
2020-07-20,18,1 wk ahead cum death,quantile,0.975,2020-07-25,2909.0
2020-07-20,19,1 wk ahead cum death,quantile,0.975,2020-07-25,829.0
2020-07-20,20,1 wk ahead cum death,quantile,0.975,2020-07-25,341.0
2020-07-20,21,1 wk ahead cum death,quantile,0.975,2020-07-25,759.0
2020-07-20,22,1 wk ahead cum death,quantile,0.975,2020-07-25,3754.0
2020-07-20,23,1 wk ahead cum death,quantile,0.975,2020-07-25,130.0
2020-07-20,24,1 wk ahead cum death,quantile,0.975,2020-07-25,3454.0
2020-07-20,25,1 wk ahead cum death,quantile,0.975,2020-07-25,8577.0
2020-07-20,26,1 wk ahead cum death,quantile,0.975,2020-07-25,6461.0
2020-07-20,27,1 wk ahead cum death,quantile,0.975,2020-07-25,1621.0
2020-07-20,28,1 wk ahead cum death,quantile,0.975,2020-07-25,1523.0
2020-07-20,29,1 wk ahead cum death,quantile,0.975,2020-07-25,1203.0
2020-07-20,30,1 wk ahead cum death,quantile,0.975,2020-07-25,65.0
2020-07-20,31,1 wk ahead cum death,quantile,0.975,2020-07-25,335.0
2020-07-20,32,1 wk ahead cum death,quantile,0.975,2020-07-25,749.0
2020-07-20,33,1 wk ahead cum death,quantile,0.975,2020-07-25,416.0
2020-07-20,34,1 wk ahead cum death,quantile,0.975,2020-07-25,16142.0
2020-07-20,35,1 wk ahead cum death,quantile,0.975,2020-07-25,605.0
2020-07-20,36,1 wk ahead cum death,quantile,0.975,2020-07-25,32736.0
2020-07-20,37,1 wk ahead cum death,quantile,0.975,2020-07-25,1839.0
2020-07-20,38,1 wk ahead cum death,quantile,0.975,2020-07-25,103.0
2020-07-20,39,1 wk ahead cum death,quantile,0.975,2020-07-25,3359.0
2020-07-20,40,1 wk ahead cum death,quantile,0.975,2020-07-25,515.0
2020-07-20,41,1 wk ahead cum death,quantile,0.975,2020-07-25,310.0
2020-07-20,42,1 wk ahead cum death,quantile,0.975,2020-07-25,7228.0
2020-07-20,44,1 wk ahead cum death,quantile,0.975,2020-07-25,1015.0
2020-07-20,45,1 wk ahead cum death,quantile,0.975,2020-07-25,1479.0
2020-07-20,46,1 wk ahead cum death,quantile,0.975,2020-07-25,153.0
2020-07-20,47,1 wk ahead cum death,quantile,0.975,2020-07-25,1086.0
2020-07-20,48,1 wk ahead cum death,quantile,0.975,2020-07-25,5245.0
2020-07-20,49,1 wk ahead cum death,quantile,0.975,2020-07-25,302.0
2020-07-20,50,1 wk ahead cum death,quantile,0.975,2020-07-25,60.0
2020-07-20,51,1 wk ahead cum death,quantile,0.975,2020-07-25,2140.0
2020-07-20,53,1 wk ahead cum death,quantile,0.975,2020-07-25,1543.0
2020-07-20,54,1 wk ahead cum death,quantile,0.975,2020-07-25,108.0
2020-07-20,55,1 wk ahead cum death,quantile,0.975,2020-07-25,884.0
2020-07-20,56,1 wk ahead cum death,quantile,0.975,2020-07-25,31.0
2020-07-20,US,1 wk ahead cum death,quantile,0.975,2020-07-25,147642.0
2020-07-20,01,1 wk ahead cum death,quantile,0.99,2020-07-25,1618.0
2020-07-20,02,1 wk ahead cum death,quantile,0.99,2020-07-25,31.0
2020-07-20,04,1 wk ahead cum death,quantile,0.99,2020-07-25,4016.0
2020-07-20,05,1 wk ahead cum death,quantile,0.99,2020-07-25,441.0
2020-07-20,06,1 wk ahead cum death,quantile,0.99,2020-07-25,8781.0
2020-07-20,08,1 wk ahead cum death,quantile,0.99,2020-07-25,1795.0
2020-07-20,09,1 wk ahead cum death,quantile,0.99,2020-07-25,4428.0
2020-07-20,10,1 wk ahead cum death,quantile,0.99,2020-07-25,535.0
2020-07-20,11,1 wk ahead cum death,quantile,0.99,2020-07-25,594.0
2020-07-20,12,1 wk ahead cum death,quantile,0.99,2020-07-25,6381.0
2020-07-20,13,1 wk ahead cum death,quantile,0.99,2020-07-25,3467.0
2020-07-20,15,1 wk ahead cum death,quantile,0.99,2020-07-25,42.0
2020-07-20,16,1 wk ahead cum death,quantile,0.99,2020-07-25,176.0
2020-07-20,17,1 wk ahead cum death,quantile,0.99,2020-07-25,7749.0
2020-07-20,18,1 wk ahead cum death,quantile,0.99,2020-07-25,2924.0
2020-07-20,19,1 wk ahead cum death,quantile,0.99,2020-07-25,835.0
2020-07-20,20,1 wk ahead cum death,quantile,0.99,2020-07-25,346.0
2020-07-20,21,1 wk ahead cum death,quantile,0.99,2020-07-25,779.0
2020-07-20,22,1 wk ahead cum death,quantile,0.99,2020-07-25,3781.0
2020-07-20,23,1 wk ahead cum death,quantile,0.99,2020-07-25,132.0
2020-07-20,24,1 wk ahead cum death,quantile,0.99,2020-07-25,3465.0
2020-07-20,25,1 wk ahead cum death,quantile,0.99,2020-07-25,8589.0
2020-07-20,26,1 wk ahead cum death,quantile,0.99,2020-07-25,6475.0
2020-07-20,27,1 wk ahead cum death,quantile,0.99,2020-07-25,1626.0
2020-07-20,28,1 wk ahead cum death,quantile,0.99,2020-07-25,1553.0
2020-07-20,29,1 wk ahead cum death,quantile,0.99,2020-07-25,1212.0
2020-07-20,30,1 wk ahead cum death,quantile,0.99,2020-07-25,72.0
2020-07-20,31,1 wk ahead cum death,quantile,0.99,2020-07-25,347.0
2020-07-20,32,1 wk ahead cum death,quantile,0.99,2020-07-25,759.0
2020-07-20,33,1 wk ahead cum death,quantile,0.99,2020-07-25,420.0
2020-07-20,34,1 wk ahead cum death,quantile,0.99,2020-07-25,16261.0
2020-07-20,35,1 wk ahead cum death,quantile,0.99,2020-07-25,610.0
2020-07-20,36,1 wk ahead cum death,quantile,0.99,2020-07-25,32781.0
2020-07-20,37,1 wk ahead cum death,quantile,0.99,2020-07-25,1866.0
2020-07-20,38,1 wk ahead cum death,quantile,0.99,2020-07-25,106.0
2020-07-20,39,1 wk ahead cum death,quantile,0.99,2020-07-25,3389.0
2020-07-20,40,1 wk ahead cum death,quantile,0.99,2020-07-25,529.0
2020-07-20,41,1 wk ahead cum death,quantile,0.99,2020-07-25,317.0
2020-07-20,42,1 wk ahead cum death,quantile,0.99,2020-07-25,7299.0
2020-07-20,44,1 wk ahead cum death,quantile,0.99,2020-07-25,1020.0
2020-07-20,45,1 wk ahead cum death,quantile,0.99,2020-07-25,1510.0
2020-07-20,46,1 wk ahead cum death,quantile,0.99,2020-07-25,162.0
2020-07-20,47,1 wk ahead cum death,quantile,0.99,2020-07-25,1126.0
2020-07-20,48,1 wk ahead cum death,quantile,0.99,2020-07-25,5458.0
2020-07-20,49,1 wk ahead cum death,quantile,0.99,2020-07-25,311.0
2020-07-20,50,1 wk ahead cum death,quantile,0.99,2020-07-25,61.0
2020-07-20,51,1 wk ahead cum death,quantile,0.99,2020-07-25,2157.0
2020-07-20,53,1 wk ahead cum death,quantile,0.99,2020-07-25,1555.0
2020-07-20,54,1 wk ahead cum death,quantile,0.99,2020-07-25,110.0
2020-07-20,55,1 wk ahead cum death,quantile,0.99,2020-07-25,893.0
2020-07-20,56,1 wk ahead cum death,quantile,0.99,2020-07-25,33.0
2020-07-20,US,1 wk ahead cum death,quantile,0.99,2020-07-25,148653.0
2020-07-20,01,2 wk ahead cum death,point,NA,2020-08-01,1558.0
2020-07-20,02,2 wk ahead cum death,point,NA,2020-08-01,28.0
2020-07-20,04,2 wk ahead cum death,point,NA,2020-08-01,3857.0
2020-07-20,05,2 wk ahead cum death,point,NA,2020-08-01,449.0
2020-07-20,06,2 wk ahead cum death,point,NA,2020-08-01,8713.0
2020-07-20,08,2 wk ahead cum death,point,NA,2020-08-01,1780.0
2020-07-20,09,2 wk ahead cum death,point,NA,2020-08-01,4422.0
2020-07-20,10,2 wk ahead cum death,point,NA,2020-08-01,529.0
2020-07-20,11,2 wk ahead cum death,point,NA,2020-08-01,591.0
2020-07-20,12,2 wk ahead cum death,point,NA,2020-08-01,6420.0
2020-07-20,13,2 wk ahead cum death,point,NA,2020-08-01,3383.0
2020-07-20,15,2 wk ahead cum death,point,NA,2020-08-01,37.0
2020-07-20,16,2 wk ahead cum death,point,NA,2020-08-01,164.0
2020-07-20,17,2 wk ahead cum death,point,NA,2020-08-01,7669.0
2020-07-20,18,2 wk ahead cum death,point,NA,2020-08-01,2909.0
2020-07-20,19,2 wk ahead cum death,point,NA,2020-08-01,829.0
2020-07-20,20,2 wk ahead cum death,point,NA,2020-08-01,346.0
2020-07-20,21,2 wk ahead cum death,point,NA,2020-08-01,759.0
2020-07-20,22,2 wk ahead cum death,point,NA,2020-08-01,3790.0
2020-07-20,23,2 wk ahead cum death,point,NA,2020-08-01,128.0
2020-07-20,24,2 wk ahead cum death,point,NA,2020-08-01,3460.0
2020-07-20,25,2 wk ahead cum death,point,NA,2020-08-01,8590.0
2020-07-20,26,2 wk ahead cum death,point,NA,2020-08-01,6459.0
2020-07-20,27,2 wk ahead cum death,point,NA,2020-08-01,1621.0
2020-07-20,28,2 wk ahead cum death,point,NA,2020-08-01,1550.0
2020-07-20,29,2 wk ahead cum death,point,NA,2020-08-01,1210.0
2020-07-20,30,2 wk ahead cum death,point,NA,2020-08-01,71.0
2020-07-20,31,2 wk ahead cum death,point,NA,2020-08-01,326.0
2020-07-20,32,2 wk ahead cum death,point,NA,2020-08-01,776.0
2020-07-20,33,2 wk ahead cum death,point,NA,2020-08-01,411.0
2020-07-20,34,2 wk ahead cum death,point,NA,2020-08-01,16055.0
2020-07-20,35,2 wk ahead cum death,point,NA,2020-08-01,609.0
2020-07-20,36,2 wk ahead cum death,point,NA,2020-08-01,32733.0
2020-07-20,37,2 wk ahead cum death,point,NA,2020-08-01,1844.0
2020-07-20,38,2 wk ahead cum death,point,NA,2020-08-01,101.0
2020-07-20,39,2 wk ahead cum death,point,NA,2020-08-01,3358.0
2020-07-20,40,2 wk ahead cum death,point,NA,2020-08-01,513.0
2020-07-20,41,2 wk ahead cum death,point,NA,2020-08-01,325.0
2020-07-20,42,2 wk ahead cum death,point,NA,2020-08-01,7180.0
2020-07-20,44,2 wk ahead cum death,point,NA,2020-08-01,1011.0
2020-07-20,45,2 wk ahead cum death,point,NA,2020-08-01,1597.0
2020-07-20,46,2 wk ahead cum death,point,NA,2020-08-01,145.0
2020-07-20,47,2 wk ahead cum death,point,NA,2020-08-01,1123.0
2020-07-20,48,2 wk ahead cum death,point,NA,2020-08-01,5587.0
2020-07-20,49,2 wk ahead cum death,point,NA,2020-08-01,315.0
2020-07-20,50,2 wk ahead cum death,point,NA,2020-08-01,58.0
2020-07-20,51,2 wk ahead cum death,point,NA,2020-08-01,2153.0
2020-07-20,53,2 wk ahead cum death,point,NA,2020-08-01,1568.0
2020-07-20,54,2 wk ahead cum death,point,NA,2020-08-01,105.0
2020-07-20,55,2 wk ahead cum death,point,NA,2020-08-01,879.0
2020-07-20,56,2 wk ahead cum death,point,NA,2020-08-01,30.0
2020-07-20,US,2 wk ahead cum death,point,NA,2020-08-01,150122.2498
2020-07-20,01,2 wk ahead cum death,quantile,0.01,2020-08-01,1378.0
2020-07-20,02,2 wk ahead cum death,quantile,0.01,2020-08-01,18.0
2020-07-20,04,2 wk ahead cum death,quantile,0.01,2020-08-01,3123.0
2020-07-20,05,2 wk ahead cum death,quantile,0.01,2020-08-01,397.0
2020-07-20,06,2 wk ahead cum death,quantile,0.01,2020-08-01,8111.0
